"Proj","Pop","Treat","Isol","Rep_Well","Media","Time","Temp_C","OD600","cfu_ml"
"7x","E","C","C","2","100","59400","30.7",1.4033,4487089945.08127
"7x","E","C","C","2","100","60300","30.7",1.4141,4523859844.82633
"7x","E","C","C","2","100","61200","30.7",1.4232,4554841889.98188
"7x","E","C","C","2","100","62100","30.7",1.4318,4584121624.96405
"7x","E","C","C","2","100","63000","30.8",1.4387,4607613505.35673
"7x","B","C","C","1","50","0","30.6",0.1331,162541180.621409
"7x","B","C","C","1","50","900","30.3",0.1308,154710553.823852
"7x","B","C","C","1","50","1800","30.5",0.1324,160157946.378674
"7x","B","C","C","1","50","2700","30.6",0.1295,150284547.373058
"7x","B","C","C","1","50","3600","30.7",0.1371,176159662.008466
"7x","B","C","C","1","50","4500","30.7",0.1283,146199002.956941
"7x","B","C","C","1","50","5400","30.7",0.1271,142113458.540824
"7x","B","C","C","1","50","6300","30.7",0.1273,142794382.610177
"7x","B","C","C","1","50","7200","30.7",0.129,148582237.199676
"7x","B","C","C","1","50","8100","30.7",0.1699,287831209.382331
"7x","B","C","C","1","50","9000","30.7",0.1391,182968902.701994
"7x","B","C","C","1","50","9900","30.6",0.1498,219398340.412371
"7x","B","C","C","1","50","10800","30.6",0.165,271148569.683187
"7x","B","C","C","1","50","11700","30.6",0.1787,317791868.433856
"7x","B","C","C","1","50","12600","30.6",0.1958,376010876.363524
"7x","B","C","C","1","50","13500","30.6",0.2135,436272656.50125
"7x","B","C","C","1","50","14400","30.6",0.24,526495095.6905
"7x","B","C","C","1","50","15300","30.6",0.2819,669148688.21992
"7x","B","C","C","1","50","16200","30.7",0.3171,788991324.426019
"7x","B","C","C","1","50","17100","30.7",0.4302,1174053885.64505
"7x","B","C","C","1","50","18000","30.7",0.3975,1062722800.30586
"7x","B","C","C","1","50","18900","30.7",0.4421,1214568867.77154
"7x","B","C","C","1","50","19800","30.8",0.4703,1310579161.55029
"7x","B","C","C","1","50","20700","30.8",0.4932,1388544967.49119
"7x","B","C","C","1","50","21600","30.8",0.5122,1453232754.07971
"7x","B","C","C","1","50","22500","30.7",0.5564,1603716973.40669
"7x","B","C","C","1","50","23400","30.7",0.5409,1550945358.03184
"7x","B","C","C","1","50","24300","30.7",0.5624,1624144695.48727
"7x","B","C","C","1","50","25200","30.7",0.5843,1698705881.08141
"7x","B","C","C","1","50","26100","30.7",0.5933,1729347464.20229
"7x","B","C","C","1","50","27000","30.7",0.6117,1791992478.58275
"7x","B","C","C","1","50","27900","30.7",0.6295,1852594720.75515
"7x","B","C","C","1","50","28800","30.7",0.6479,1915239735.13561
"7x","B","C","C","1","50","29700","30.7",0.6643,1971075508.82254
"7x","B","C","C","1","50","30600","30.7",0.6807,2026911282.50948
"7x","B","C","C","1","50","31500","30.7",0.6929,2068447650.74
"7x","B","C","C","1","50","32400","30.7",0.7046,2108281708.79714
"7x","B","C","C","1","50","33300","30.7",0.7182,2154584545.51313
"7x","B","C","C","1","50","34200","30.7",0.7377,2220974642.27503
"7x","B","C","C","1","50","35100","30.7",0.7547,2278853188.17003
"7x","B","C","C","1","50","36000","30.7",0.7718,2337072196.09969
"7x","B","C","C","1","50","36900","30.7",0.7913,2403462292.86159
"7x","B","C","C","1","50","37800","30.7",0.8082,2461000376.72191
"7x","B","C","C","1","50","38700","30.7",0.825,2518197998.54755
"7x","B","C","C","1","50","39600","30.7",0.8433,2580502550.89333
"7x","B","C","C","1","50","40500","30.7",0.8584,2631912318.12947
"7x","B","C","C","1","50","41400","30.7",0.8719,2677874692.81079
"7x","B","C","C","1","50","42300","30.7",0.8874,2730646308.18563
"7x","B","C","C","1","50","43200","30.7",0.9023,2781375151.35242
"7x","B","C","C","1","50","44100","30.7",0.9133,2818825975.16682
"7x","B","C","C","1","50","45000","30.7",0.9428,2919262275.39637
"7x","B","C","C","1","50","45900","30.7",0.9527,2952968016.82933
"7x","B","C","C","1","50","46800","30.7",0.9578,2970331580.59783
"7x","B","C","C","1","50","47700","30.7",0.9698,3011187024.759
"7x","B","C","C","1","50","48600","30.7",0.9781,3039445373.63714
"7x","B","C","C","1","50","49500","30.7",0.9906,3082003127.9717
"7x","B","C","C","1","50","50400","30.7",1.0002,3114687483.30063
"7x","B","C","C","1","50","51300","30.7",1.0102,3148733686.76827
"7x","B","C","C","1","50","52200","30.7",1.0195,3180396655.99318
"7x","B","C","C","1","50","53100","30.7",1.0288,3212059625.21809
"7x","B","C","C","1","50","54000","30.7",1.0402,3250872297.1712
"7x","B","C","C","1","50","54900","30.7",1.0466,3272661867.39049
"7x","B","C","C","1","50","55800","30.7",1.053,3294451437.60978
"7x","B","C","C","1","50","56700","30.7",1.0628,3327816717.00807
"7x","B","C","C","1","50","57600","30.7",1.071,3355734603.85154
"7x","B","C","C","1","50","58500","30.7",1.0767,3375140939.82809
"7x","B","C","C","1","50","59400","30.7",1.0836,3398632820.22076
"7x","B","C","C","1","50","60300","30.7",1.09,3420422390.44006
"7x","B","C","C","1","50","61200","30.7",1.0971,3444595194.90208
"7x","B","C","C","1","50","62100","30.7",1.1043,3469108461.39878
"7x","B","C","C","1","50","63000","30.8",1.1117,3494302651.96484
"7x","B","C","C","2","50","0","30.6",0.116,104322172.691742
"7x","B","C","C","2","50","900","30.3",0.1218,124068970.702974
"7x","B","C","C","2","50","1800","30.5",0.119,114536033.732034
"7x","B","C","C","2","50","2700","30.6",0.1171,108067255.073182
"7x","B","C","C","2","50","3600","30.7",0.1179,110790951.350594
"7x","B","C","C","2","50","4500","30.7",0.1154,102279400.483683
"7x","B","C","C","2","50","5400","30.7",0.1154,102279400.483683
"7x","B","C","C","2","50","6300","30.7",0.1148,100236628.275625
"7x","B","C","C","2","50","7200","30.7",0.1158,103641248.622389
"7x","B","C","C","2","50","8100","30.7",0.1202,118621578.148151
"7x","B","C","C","2","50","9000","30.7",0.1258,137687452.090031
"7x","B","C","C","2","50","9900","30.6",0.1321,159136560.274645
"7x","B","C","C","2","50","10800","30.6",0.1456,205098934.955962
"7x","B","C","C","2","50","11700","30.6",0.1538,233016821.799428
"7x","B","C","C","2","50","12600","30.6",0.2709,631697864.405514
"7x","B","C","C","2","50","13500","30.6",0.184,335836356.271706
"7x","B","C","C","2","50","14400","30.6",0.2101,424696947.322251
"7x","B","C","C","2","50","15300","30.6",0.2446,542156349.285616
"7x","B","C","C","2","50","16200","30.7",0.2841,676638852.982801
"7x","B","C","C","2","50","17100","30.7",0.3266,821335217.720279
"7x","B","C","C","2","50","18000","30.7",0.3737,981692836.052871
"7x","B","C","C","2","50","18900","30.7",0.407,1095066693.60012
"7x","B","C","C","2","50","19800","30.8",0.4398,1206738240.97398
"7x","B","C","C","2","50","20700","30.8",0.4767,1332368731.76958
"7x","B","C","C","2","50","21600","30.8",0.5018,1417824702.47336
"7x","B","C","C","2","50","22500","30.7",0.5059,1431783645.8951
"7x","B","C","C","2","50","23400","30.7",0.5214,1484555261.26994
"7x","B","C","C","2","50","24300","30.7",0.5367,1536645952.57543
"7x","B","C","C","2","50","25200","30.7",0.5542,1596226808.64381
"7x","B","C","C","2","50","26100","30.7",0.5695,1648317499.9493
"7x","B","C","C","2","50","27000","30.7",0.5887,1713686210.60717
"7x","B","C","C","2","50","27900","30.7",0.6085,1781097693.4731
"7x","B","C","C","2","50","28800","30.7",0.6189,1816505745.07945
"7x","B","C","C","2","50","29700","30.7",0.6329,1864170429.93415
"7x","B","C","C","2","50","30600","30.7",0.649,1918984817.51705
"7x","B","C","C","2","50","31500","30.7",0.6571,1946562242.32584
"7x","B","C","C","2","50","32400","30.7",0.6667,1979246597.65478
"7x","B","C","C","2","50","33300","30.7",0.6787,2020102041.81595
"7x","B","C","C","2","50","34200","30.7",0.6959,2078661511.78029
"7x","B","C","C","2","50","35100","30.7",0.7163,2148115766.85428
"7x","B","C","C","2","50","36000","30.7",0.7362,2215867711.75489
"7x","B","C","C","2","50","36900","30.7",0.7568,2286002890.89823
"7x","B","C","C","2","50","37800","30.7",0.7758,2350690677.48675
"7x","B","C","C","2","50","38700","30.7",0.8014,2437848958.36391
"7x","B","C","C","2","50","39600","30.7",0.8094,2465085921.13803
"7x","B","C","C","2","50","40500","30.7",0.8259,2521262156.85963
"7x","B","C","C","2","50","41400","30.7",0.8525,2611825058.08356
"7x","B","C","C","2","50","42300","30.7",0.8559,2623400767.26256
"7x","B","C","C","2","50","43200","30.7",0.8709,2674470072.46402
"7x","B","C","C","2","50","44100","30.7",0.8828,2714985054.59052
"7x","B","C","C","2","50","45000","30.7",0.8941,2753457264.50895
"7x","B","C","C","2","50","45900","30.7",0.907,2797376866.98221
"7x","B","C","C","2","50","46800","30.7",0.9419,2916198117.08428
"7x","B","C","C","2","50","47700","30.7",0.9486,2939009073.4076
"7x","B","C","C","2","50","48600","30.7",0.9564,2965565112.11236
"7x","B","C","C","2","50","49500","30.7",0.9635,2989737916.57439
"7x","B","C","C","2","50","50400","30.7",0.9758,3031614746.83959
"7x","B","C","C","2","50","51300","30.7",0.9857,3065320488.27255
"7x","B","C","C","2","50","52200","30.7",0.9958,3099707153.77487
"7x","B","C","C","2","50","53100","30.7",1.0047,3130008274.86107
"7x","B","C","C","2","50","54000","30.7",1.0135,3159968933.9126
"7x","B","C","C","2","50","54900","30.7",1.0235,3194015137.38024
"7x","B","C","C","2","50","55800","30.7",1.0308,3218868865.91162
"7x","B","C","C","2","50","56700","30.7",1.0377,3242360746.30429
"7x","B","C","C","2","50","57600","30.7",1.048,3277428335.87596
"7x","B","C","C","2","50","58500","30.7",1.0557,3303643912.54604
"7x","B","C","C","2","50","59400","30.7",1.0617,3324071634.62663
"7x","B","C","C","2","50","60300","30.7",1.0689,3348584901.12333
"7x","B","C","C","2","50","61200","30.7",1.0766,3374800477.79342
"7x","B","C","C","2","50","62100","30.7",1.0855,3405101598.87962
"7x","B","C","C","2","50","63000","30.8",1.0902,3421103314.50941
"7x","E","G","C","1","50","0","30.6",0.1219,124409432.737651
"7x","E","G","C","1","50","900","30.3",0.1201,118281116.113475
"7x","E","G","C","1","50","1800","30.5",0.1228,127473591.049738
"7x","E","G","C","1","50","2700","30.6",0.1255,136666065.986002
"7x","E","G","C","1","50","3600","30.7",0.1258,137687452.090031
"7x","E","G","C","1","50","4500","30.7",0.1253,135985141.916649
"7x","E","G","C","1","50","5400","30.7",0.1313,156412863.997234
"7x","E","G","C","1","50","6300","30.7",0.1329,161860256.552056
"7x","E","G","C","1","50","7200","30.7",0.1371,176159662.008466
"7x","E","G","C","1","50","8100","30.7",0.1404,187394909.152788
"7x","E","G","C","1","50","9000","30.7",0.1437,198630156.29711
"7x","E","G","C","1","50","9900","30.6",0.1507,222462498.724459
"7x","E","G","C","1","50","10800","30.6",0.1572,244592530.978426
"7x","E","G","C","1","50","11700","30.6",0.1626,262977480.850953
"7x","E","G","C","1","50","12600","30.6",0.1708,290895367.694419
"7x","E","G","C","1","50","13500","30.6",0.18,322217874.884649
"7x","E","G","C","1","50","14400","30.6",0.1902,356945002.421644
"7x","E","G","C","1","50","15300","30.6",0.1938,369201635.669995
"7x","E","G","C","1","50","16200","30.7",0.2058,410057079.831165
"7x","E","G","C","1","50","17100","30.7",0.2217,464190543.344716
"7x","E","G","C","1","50","18000","30.7",0.2358,512195690.234091
"7x","E","G","C","1","50","18900","30.7",0.2517,566329153.747641
"7x","E","G","C","1","50","19800","30.8",0.2713,633059712.544219
"7x","E","G","C","1","50","20700","30.8",0.2918,702854429.652885
"7x","E","G","C","1","50","21600","30.8",0.3144,779798849.489756
"7x","E","G","C","1","50","22500","30.7",0.3395,865254820.193537
"7x","E","G","C","1","50","23400","30.7",0.367,958881879.729552
"7x","E","G","C","1","50","24300","30.7",0.3866,1025612438.52613
"7x","E","G","C","1","50","25200","30.7",0.3948,1053530325.3696
"7x","E","G","C","1","50","26100","30.7",0.4058,1090981149.184
"7x","E","G","C","1","50","27000","30.7",0.4225,1147838308.97496
"7x","E","G","C","1","50","27900","30.7",0.4302,1174053885.64505
"7x","E","G","C","1","50","28800","30.7",0.4384,1201971772.48851
"7x","E","G","C","1","50","29700","30.7",0.444,1221037646.43039
"7x","E","G","C","1","50","30600","30.7",0.451,1244869988.85774
"7x","E","G","C","1","50","31500","30.7",0.4608,1278235268.25603
"7x","E","G","C","1","50","32400","30.7",0.4719,1316026554.10511
"7x","E","G","C","1","50","33300","30.7",0.4834,1355179688.0929
"7x","E","G","C","1","50","34200","30.7",0.4965,1399780214.63551
"7x","E","G","C","1","50","35100","30.7",0.5093,1443359355.07409
"7x","E","G","C","1","50","36000","30.7",0.5236,1492045426.03282
"7x","E","G","C","1","50","36900","30.7",0.5383,1542093345.13026
"7x","E","G","C","1","50","37800","30.7",0.5542,1596226808.64381
"7x","E","G","C","1","50","38700","30.7",0.5697,1648998424.01865
"7x","E","G","C","1","50","39600","30.7",0.5855,1702791425.49753
"7x","E","G","C","1","50","40500","30.7",0.6008,1754882116.80302
"7x","E","G","C","1","50","41400","30.7",0.6176,1812079738.62866
"7x","E","G","C","1","50","42300","30.7",0.6336,1866553664.17688
"7x","E","G","C","1","50","43200","30.7",0.6527,1931581912.80008
"7x","E","G","C","1","50","44100","30.7",0.6682,1984353528.17492
"7x","E","G","C","1","50","45000","30.7",0.6842,2038827453.72315
"7x","E","G","C","1","50","45900","30.7",0.6997,2091599069.09799
"7x","E","G","C","1","50","46800","30.7",0.7154,2145051608.54219
"7x","E","G","C","1","50","47700","30.7",0.7326,2203611078.50654
"7x","E","G","C","1","50","48600","30.7",0.7472,2253318535.56929
"7x","E","G","C","1","50","49500","30.7",0.764,2310516157.39493
"7x","E","G","C","1","50","50400","30.7",0.7794,2362947310.7351
"7x","E","G","C","1","50","51300","30.7",0.7945,2414357077.97124
"7x","E","G","C","1","50","52200","30.7",0.8089,2463383610.96464
"7x","E","G","C","1","50","53100","30.7",0.8234,2512750605.99272
"7x","E","G","C","1","50","54000","30.7",0.8382,2563138987.12483
"7x","E","G","C","1","50","54900","30.7",0.8535,2615229678.43033
"7x","E","G","C","1","50","55800","30.7",0.8674,2662553901.25035
"7x","E","G","C","1","50","56700","30.7",0.8811,2709197200.00102
"7x","E","G","C","1","50","57600","30.7",0.8934,2751074030.26622
"7x","E","G","C","1","50","58500","30.7",0.9067,2796355480.87818
"7x","E","G","C","1","50","59400","30.7",0.9201,2841977393.52482
"7x","E","G","C","1","50","60300","30.7",0.9333,2886918382.10211
"7x","E","G","C","1","50","61200","30.7",0.9471,2933902142.88745
"7x","E","G","C","1","50","62100","30.7",0.959,2974417125.01395
"7x","E","G","C","1","50","63000","30.8",0.9712,3015953493.24447
"7x","E","G","C","2","50","0","30.6",0.1133,95129697.7554786
"7x","E","G","C","2","50","900","30.3",0.1167,106705406.934477
"7x","E","G","C","2","50","1800","30.5",0.1196,116578805.940093
"7x","E","G","C","2","50","2700","30.6",0.1217,123728508.668298
"7x","E","G","C","2","50","3600","30.7",0.1241,131899597.500532
"7x","E","G","C","2","50","4500","30.7",0.1252,135644679.881972
"7x","E","G","C","2","50","5400","30.7",0.1245,133261445.639237
"7x","E","G","C","2","50","6300","30.7",0.1268,141092072.436795
"7x","E","G","C","2","50","7200","30.7",0.1296,150625009.407735
"7x","E","G","C","2","50","8100","30.7",0.1359,172074117.592349
"7x","E","G","C","2","50","9000","30.7",0.138,179223820.320554
"7x","E","G","C","2","50","9900","30.6",0.1455,204758472.921285
"7x","E","G","C","2","50","10800","30.6",0.1504,221441112.62043
"7x","E","G","C","2","50","11700","30.6",0.1555,238804676.388927
"7x","E","G","C","2","50","12600","30.6",0.1631,264679791.024335
"7x","E","G","C","2","50","13500","30.6",0.1724,296342760.249242
"7x","E","G","C","2","50","14400","30.6",0.1802,322898798.954002
"7x","E","G","C","2","50","15300","30.6",0.1843,336857742.375735
"7x","E","G","C","2","50","16200","30.7",0.1951,373627642.120789
"7x","E","G","C","2","50","17100","30.7",0.2081,417887706.628723
"7x","E","G","C","2","50","18000","30.7",0.2243,473042556.246303
"7x","E","G","C","2","50","18900","30.7",0.2387,522069089.239707
"7x","E","G","C","2","50","19800","30.8",0.2564,582330869.377433
"7x","E","G","C","2","50","20700","30.8",0.2752,646337731.8966
"7x","E","G","C","2","50","21600","30.8",0.2984,725324923.941529
"7x","E","G","C","2","50","22500","30.7",0.3193,796481489.1889
"7x","E","G","C","2","50","23400","30.7",0.3437,879554225.649946
"7x","E","G","C","2","50","24300","30.7",0.3706,971138512.977903
"7x","E","G","C","2","50","25200","30.7",0.3889,1033443065.32369
"7x","E","G","C","2","50","26100","30.7",0.395,1054211249.43895
"7x","E","G","C","2","50","27000","30.7",0.415,1122303656.37423
"7x","E","G","C","2","50","27900","30.7",0.4253,1157371245.9459
"7x","E","G","C","2","50","28800","30.7",0.4302,1174053885.64505
"7x","E","G","C","2","50","29700","30.7",0.4378,1199929000.28046
"7x","E","G","C","2","50","30600","30.7",0.4439,1220697184.39572
"7x","E","G","C","2","50","31500","30.7",0.451,1244869988.85774
"7x","E","G","C","2","50","32400","30.7",0.4608,1278235268.25603
"7x","E","G","C","2","50","33300","30.7",0.4714,1314324243.93173
"7x","E","G","C","2","50","34200","30.7",0.4847,1359605694.5437
"7x","E","G","C","2","50","35100","30.7",0.4981,1405227607.19034
"7x","E","G","C","2","50","36000","30.7",0.5112,1449828133.73295
"7x","E","G","C","2","50","36900","30.7",0.5248,1496130970.44894
"7x","E","G","C","2","50","37800","30.7",0.5398,1547200275.6504
"7x","E","G","C","2","50","38700","30.7",0.5561,1602695587.30266
"7x","E","G","C","2","50","39600","30.7",0.5714,1654786278.60815
"7x","E","G","C","2","50","40500","30.7",0.5876,1709941128.22573
"7x","E","G","C","2","50","41400","30.7",0.604,1765776901.91266
"7x","E","G","C","2","50","42300","30.7",0.62,1820250827.46089
"7x","E","G","C","2","50","43200","30.7",0.6373,1879150759.45991
"7x","E","G","C","2","50","44100","30.7",0.6531,1932943760.93878
"7x","E","G","C","2","50","45000","30.7",0.6712,1994567389.21522
"7x","E","G","C","2","50","45900","30.7",0.6868,2047679466.62474
"7x","E","G","C","2","50","46800","30.7",0.7023,2100451081.99958
"7x","E","G","C","2","50","47700","30.7",0.7177,2152882235.33975
"7x","E","G","C","2","50","48600","30.7",0.735,2211782167.33877
"7x","E","G","C","2","50","49500","30.7",0.7503,2263872858.64426
"7x","E","G","C","2","50","50400","30.7",0.7662,2318006322.15781
"7x","E","G","C","2","50","51300","30.7",0.7812,2369075627.35928
